Date,Team,Acquired,Player,Injury,Duration,Injury_Description,Injured_Area,Injury_Reason,Next_Appearance,Days_Between,Estimated_Duration_Days,Body_Part_Group,Injury_Reason_Group,Direction,Injury_Combined
2016-04-13,Jazz,,Alec Burks,sore right knee (out for season),out for season,sore right knee,right knee,sore,2016-10-24,194.0,194.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2016-10-24,Jazz,,Alec Burks,sore leg (DTD),DTD,sore leg,leg,sore,2018-10-31,737.0,7.0,other,pain_discomfort,unspecified,other_pain_discomfort
2018-10-31,Jazz,,Alec Burks,left hand injury (DTD),DTD,left hand injury,left hand,injury,2020-12-29,790.0,7.0,wrist_hand,injury,left,wrist_hand_injury
2020-12-29,Knicks,,Alec Burks,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2024-03-25,1182.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2024-03-25,Knicks,,Alec Burks,sprained right shoulder (DTD),DTD,sprained right shoulder,right shoulder,sprain,,,,shoulder_region,strain_sprain_tear,right,shoulder_region_strain_sprain_tear
2023-11-20,Kings,,Aleksandar Vezenkov / Sasha Vezenkov,left thumb injury (DTD),DTD,left thumb injury,left thumb,injury,,,,wrist_hand,injury,left,wrist_hand_injury
2023-04-04,Thunder,,Aleksej Pokusevski,bruised left knee (DTD),DTD,bruised left knee,left knee,bruise,,,,knee_region,bruise_contusion,left,knee_region_bruise_contusion
2019-10-24,Warriors,,Alen Smailagic,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2020-03-01,129.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2020-03-01,Warriors,,Alen Smailagic,bruised right quadriceps (DTD),DTD,bruised right quadriceps,right quadriceps,bruise,2020-03-04,3.0,3.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2020-03-04,Warriors,,Alen Smailagic,bruised right quadriceps (DTD),DTD,bruised right quadriceps,right quadriceps,bruise,2020-12-21,292.0,7.0,upper_leg,bruise_contusion,right,upper_leg_bruise_contusion
2020-12-21,Warriors,,Alen Smailagic,torn meniscus in right knee (DTD),DTD,torn meniscus in right knee,right knee,torn,2021-02-06,47.0,7.0,knee_region,strain_sprain_tear,right,knee_region_strain_sprain_tear
2021-02-06,Warriors,,Alen Smailagic,right knee injury (DTD),DTD,right knee injury,right knee,injury,,,,knee_region,injury,right,knee_region_injury
2016-10-16,Thunder,,Alex Abrines,bruised right hip (DTD),DTD,bruised right hip,right hip,bruise,2018-04-10,541.0,7.0,hip_pelvis,bruise_contusion,right,hip_pelvis_bruise_contusion
2018-04-10,Thunder,,Alex Abrines,concussion (DTD),DTD,concussion,unknown,concussion,,,,other,impact_injury,unspecified,other_impact_injury
2018-10-18,Lakers,,Alex Caruso,strained right hip (DTD),DTD,strained right hip,right hip,strain,2019-11-23,401.0,7.0,hip_pelvis,strain_sprain_tear,right,hip_pelvis_strain_sprain_tear
2019-11-23,Lakers,,Alex Caruso,strained right calf (DTD),DTD,strained right calf,right calf,strain,2020-03-01,99.0,7.0,lower_leg,strain_sprain_tear,right,lower_leg_strain_sprain_tear
2020-03-01,Lakers,,Alex Caruso,right hamstring injury (DTD),DTD,right hamstring injury,right hamstring,injury,2021-03-13,377.0,7.0,upper_leg,injury,right,upper_leg_injury
2021-03-13,Lakers,,Alex Caruso,concussion (DTD),DTD,concussion,unknown,concussion,2021-04-28,46.0,7.0,other,impact_injury,unspecified,other_impact_injury
2021-04-28,Lakers,,Alex Caruso,back spasms (DTD),DTD,back spasms,back,spasms,2022-01-22,269.0,7.0,spine_torso,muscle_issue,unspecified,spine_torso_muscle_issue
2022-01-22,Bulls,,Alex Caruso,fractured right wrist (out indefinitely),out indefinitely,fractured right wrist,right wrist,fracture,2023-12-11,688.0,688.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2023-12-11,Bulls,,Alex Caruso,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2023-12-16,5.0,5.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2023-12-16,Bulls,,Alex Caruso,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2024-01-05,20.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2024-01-05,Bulls,,Alex Caruso,cervical injury (DTD),DTD,cervical injury,unknown,injury,2024-02-12,38.0,7.0,other,injury,unspecified,other_injury
2024-02-12,Bulls,,Alex Caruso,toe injury (DTD),DTD,toe injury,toe,injury,2024-04-12,60.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2024-04-12,Bulls,,Alex Caruso,bruised left ankle (DTD),DTD,bruised left ankle,left ankle,bruise,,,,ankle_foot,bruise_contusion,left,ankle_foot_bruise_contusion
2024-12-10,Thunder,,Alex Ducas,sprained lower back (DTD),DTD,sprained lower back,lower lower back,sprain,,,,spine_torso,strain_sprain_tear,lower,spine_torso_strain_sprain_tear
2013-11-03,Suns,,Alex Len,left ankle injury (DNP),DNP,left ankle injury,left ankle,injury,2013-11-05,2.0,2.0,ankle_foot,injury,left,ankle_foot_injury
2013-11-05,Suns,,Alex Len,left ankle injury (DNP),DNP,left ankle injury,left ankle,injury,2013-11-06,1.0,1.0,ankle_foot,injury,left,ankle_foot_injury
2013-11-06,Suns,,Alex Len,left ankle injury (DNP),DNP,left ankle injury,left ankle,injury,2013-11-08,2.0,2.0,ankle_foot,injury,left,ankle_foot_injury
2013-11-08,Suns,,Alex Len,left ankle injury (DNP),DNP,left ankle injury,left ankle,injury,2013-11-10,2.0,2.0,ankle_foot,injury,left,ankle_foot_injury
2013-11-10,Suns,,Alex Len,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2013-11-13,3.0,3.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2013-11-13,Suns,,Alex Len,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2013-11-15,2.0,2.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2013-11-15,Suns,,Alex Len,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2013-11-29,14.0,14.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2013-11-29,Suns,,Alex Len,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2014-10-07,312.0,312.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2014-10-07,Suns,,Alex Len,fractured right pinky finger (out indefinitely),out indefinitely,fractured right pinky finger,right finger,fracture,2015-02-06,122.0,122.0,wrist_hand,bone_injury,right,wrist_hand_bone_injury
2015-02-06,Suns,,Alex Len,sprained right ankle (out indefinitely),out indefinitely,sprained right ankle,right ankle,sprain,2015-03-07,29.0,29.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2015-03-07,Suns,,Alex Len,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2015-03-14,7.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2015-03-14,Suns,,Alex Len,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2015-04-02,19.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2015-04-02,Suns,,Alex Len,fractured nose (out for season),out for season,fractured nose,nose,fracture,2015-04-07,5.0,5.0,head_region,bone_injury,unspecified,head_region_bone_injury
2015-04-07,Suns,,Alex Len,fractured nose (out for season),out for season,fractured nose,nose,fracture,2016-01-12,280.0,280.0,head_region,bone_injury,unspecified,head_region_bone_injury
2016-01-12,Suns,,Alex Len,sprained left hand (DTD),DTD,sprained left hand,left hand,sprain,2016-02-19,38.0,7.0,wrist_hand,strain_sprain_tear,left,wrist_hand_strain_sprain_tear
2016-02-19,Suns,,Alex Len,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,2016-12-12,297.0,7.0,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2016-12-12,Suns,,Alex Len,bruised right hip (DTD),DTD,bruised right hip,right hip,bruise,2017-03-11,89.0,7.0,hip_pelvis,bruise_contusion,right,hip_pelvis_bruise_contusion
2017-03-11,Suns,,Alex Len,hip injury (DTD),DTD,hip injury,hip,injury,2017-03-12,1.0,1.0,hip_pelvis,injury,unspecified,hip_pelvis_injury
2017-03-12,Suns,,Alex Len,bruised right hip (DTD),DTD,bruised right hip,right hip,bruise,2017-12-02,265.0,7.0,hip_pelvis,bruise_contusion,right,hip_pelvis_bruise_contusion
2017-12-02,Suns,,Alex Len,ankle injury (DTD),DTD,ankle injury,ankle,injury,2018-01-24,53.0,7.0,ankle_foot,injury,unspecified,ankle_foot_injury
2018-01-24,Suns,,Alex Len,sore right ankle (DTD),DTD,sore right ankle,right ankle,sore,2018-03-28,63.0,7.0,ankle_foot,pain_discomfort,right,ankle_foot_pain_discomfort
2018-03-28,Suns,,Alex Len,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2018-11-21,238.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2018-11-21,Hawks,,Alex Len,sore back (DTD),DTD,sore back,back,sore,2018-12-26,35.0,7.0,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2018-12-26,Hawks,,Alex Len,strained back (DTD),DTD,strained back,back,strain,2020-01-25,395.0,7.0,spine_torso,strain_sprain_tear,unspecified,spine_torso_strain_sprain_tear
2020-01-25,Hawks,,Alex Len,right hip flexor injury (DTD),DTD,right hip flexor injury,right hip,injury,2022-04-03,799.0,7.0,hip_pelvis,injury,right,hip_pelvis_injury
2022-04-03,Kings,,Alex Len,sore back (out for season),out for season,sore back,back,sore,,,,spine_torso,pain_discomfort,unspecified,spine_torso_pain_discomfort
2013-01-19,Timberwolves,,Alexey Shved,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-01-21,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-01-21,Timberwolves,,Alexey Shved,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-01-23,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-01-23,Timberwolves,,Alexey Shved,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-01-25,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-01-25,Timberwolves,,Alexey Shved,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2013-01-26,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2013-01-26,Timberwolves,,Alexey Shved,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-11-13,656.0,656.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-11-13,76ers,,Alexey Shved,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2014-12-03,20.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2014-12-03,76ers,,Alexey Shved,strained left hip flexor (DTD),DTD,strained left hip flexor,left hip,strain,2014-12-27,24.0,7.0,hip_pelvis,strain_sprain_tear,left,hip_pelvis_strain_sprain_tear
2014-12-27,Rockets,,Alexey Shved,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2015-03-23,86.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2015-03-23,Knicks,,Alexey Shved,fractured rib (out for season),out for season,fractured rib,rib,fracture,,,,spine_torso,bone_injury,unspecified,spine_torso_bone_injury
2011-02-08,Raptors,,Alexis Ajinca / Alex Ajinca,sore left foot (DNP),DNP,sore left foot,left foot,sore,2011-02-11,3.0,3.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2011-02-11,Raptors,,Alexis Ajinca / Alex Ajinca,sore left foot (DNP),DNP,sore left foot,left foot,sore,2011-03-09,26.0,26.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2011-03-09,Raptors,,Alexis Ajinca / Alex Ajinca,sore right knee (DNP),DNP,sore right knee,right knee,sore,2011-03-11,2.0,2.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2011-03-11,Raptors,,Alexis Ajinca / Alex Ajinca,sore right knee (DNP),DNP,sore right knee,right knee,sore,2015-10-06,1670.0,1670.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2015-10-06,Pelicans,,Alexis Ajinca / Alex Ajinca,strained right hamstring (out indefinitely),out indefinitely,strained right hamstring,right hamstring,strain,2015-12-18,73.0,73.0,upper_leg,strain_sprain_tear,right,upper_leg_strain_sprain_tear
2015-12-18,Pelicans,,Alexis Ajinca / Alex Ajinca,calf injury (DTD),DTD,calf injury,calf,injury,2016-03-03,76.0,7.0,lower_leg,injury,unspecified,lower_leg_injury
2016-03-03,Pelicans,,Alexis Ajinca / Alex Ajinca,fractured sternum (DTD),DTD,fractured sternum,unknown,fracture,2016-04-11,39.0,7.0,other,bone_injury,unspecified,other_bone_injury
2016-04-11,Pelicans,,Alexis Ajinca / Alex Ajinca,right shoulder injury (out for season),out for season,right shoulder injury,right shoulder,injury,2016-11-17,220.0,220.0,shoulder_region,injury,right,shoulder_region_injury
2016-11-17,Pelicans,,Alexis Ajinca / Alex Ajinca,strained left shoulder (DTD),DTD,strained left shoulder,left shoulder,strain,2017-03-31,134.0,7.0,shoulder_region,strain_sprain_tear,left,shoulder_region_strain_sprain_tear
2017-03-31,Pelicans,,Alexis Ajinca / Alex Ajinca,hip injury (DTD),DTD,hip injury,hip,injury,,,,hip_pelvis,injury,unspecified,hip_pelvis_injury
2018-11-17,Warriors,,Alfonzo McKinnie,sore left foot (DTD),DTD,sore left foot,left foot,sore,2020-02-20,460.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2020-02-20,Cavaliers,,Alfonzo McKinnie,left foot injury (DTD),DTD,left foot injury,left foot,injury,,,,ankle_foot,injury,left,ankle_foot_injury
2019-02-25,Pacers,,Alize Johnson,bruised left foot (DTD),DTD,bruised left foot,left foot,bruise,2019-04-01,35.0,7.0,ankle_foot,bruise_contusion,left,ankle_foot_bruise_contusion
2019-04-01,Pacers,,Alize Johnson,sore left foot (DTD),DTD,sore left foot,left foot,sore,2021-05-30,790.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2021-05-30,Nets,,Alize Johnson,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,,,,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2015-01-10,Blazers,,Allen Crabbe,strained left knee (DTD),DTD,strained left knee,left knee,strain,2017-04-08,819.0,7.0,knee_region,strain_sprain_tear,left,knee_region_strain_sprain_tear
2017-04-08,Blazers,,Allen Crabbe,sore left foot (DTD),DTD,sore left foot,left foot,sore,2017-11-26,232.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2017-11-26,Nets,,Allen Crabbe,sore lower back (DTD),DTD,sore lower back,lower lower back,sore,2017-12-15,19.0,7.0,spine_torso,pain_discomfort,lower,spine_torso_pain_discomfort
2017-12-15,Nets,,Allen Crabbe,sore left ankle / knee (DTD),DTD,sore left ankle / knee,left ankle,sore,2018-10-16,305.0,7.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2018-10-16,Nets,,Allen Crabbe,sprained left ankle (DTD),DTD,sprained left ankle,left ankle,sprain,2019-03-15,150.0,7.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2019-03-15,Nets,,Allen Crabbe,sore right knee (out for season),out for season,sore right knee,right knee,sore,2019-10-23,222.0,222.0,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2019-10-23,Hawks,,Allen Crabbe,right knee injury (out indefinitely),out indefinitely,right knee injury,right knee,injury,,,,knee_region,injury,right,knee_region_injury
2018-12-09,Knicks,,Allonzo Trier,strained left hamstring (DTD),DTD,strained left hamstring,left hamstring,strain,,,,upper_leg,strain_sprain_tear,left,upper_leg_strain_sprain_tear
2012-04-17,Cavaliers,,Alonzo Gee,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-04-18,1.0,1.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-04-18,Cavaliers,,Alonzo Gee,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-04-20,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-04-20,Cavaliers,,Alonzo Gee,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2016-03-29,1439.0,1439.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2016-03-29,Pelicans,,Alonzo Gee,torn right quadricep (out for season),out for season,torn right quadricep,right quad,torn,,,,upper_leg,strain_sprain_tear,right,upper_leg_strain_sprain_tear
2011-12-31,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-01-02,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-01-02,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2012-04-30,119.0,119.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2012-04-30,Knicks,,Amare Stoudemire / Amar'e Stoudemire,left hand injury (DTD),DTD,left hand injury,left hand,injury,2012-10-21,174.0,7.0,wrist_hand,injury,left,wrist_hand_injury
2012-10-21,Knicks,,Amare Stoudemire / Amar'e Stoudemire,ruptured cyst in left knee (out indefinitely),out indefinitely,ruptured cyst in left knee,left knee,cyst,2013-10-30,374.0,374.0,knee_region,structural_abnormality,left,knee_region_structural_abnormality
2013-10-30,Knicks,,Amare Stoudemire / Amar'e Stoudemire,knee injury (DNP),DNP,knee injury,knee,injury,2014-01-17,79.0,79.0,knee_region,injury,unspecified,knee_region_injury
2014-01-17,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-01-20,3.0,3.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-01-20,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-01-22,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-01-22,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-01-24,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-01-24,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-01-26,2.0,2.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-01-26,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sprained left ankle (DNP),DNP,sprained left ankle,left ankle,sprain,2014-02-19,24.0,24.0,ankle_foot,strain_sprain_tear,left,ankle_foot_strain_sprain_tear
2014-02-19,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sore left knee (DNP),DNP,sore left knee,left knee,sore,2014-02-28,9.0,9.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2014-02-28,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sore left knee (DNP),DNP,sore left knee,left knee,sore,2014-03-31,31.0,31.0,knee_region,pain_discomfort,left,knee_region_pain_discomfort
2014-03-31,Knicks,,Amare Stoudemire / Amar'e Stoudemire,knee injury (DNP),DNP,knee injury,knee,injury,2014-12-27,271.0,271.0,knee_region,injury,unspecified,knee_region_injury
2014-12-27,Knicks,,Amare Stoudemire / Amar'e Stoudemire,sore right knee (DTD),DTD,sore right knee,right knee,sore,,,,knee_region,pain_discomfort,right,knee_region_pain_discomfort
2019-10-21,Clippers,,Amir Coffey,sprained right ankle (DTD),DTD,sprained right ankle,right ankle,sprain,,,,ankle_foot,strain_sprain_tear,right,ankle_foot_strain_sprain_tear
2011-03-25,Raptors,,Amir Johnson,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2011-04-06,12.0,12.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
2011-04-06,Raptors,,Amir Johnson,sore left ankle (DNP),DNP,sore left ankle,left ankle,sore,2011-04-10,4.0,4.0,ankle_foot,pain_discomfort,left,ankle_foot_pain_discomfort
